index,id,user_id,store_id,created_at,device,channel,platform
1187,8912,95,30,2021-10-26 01:07:00,tablet,search,app
1188,4789,100,49,2021-08-31 01:48:24,mobile,direct,web
1189,424,118,23,2021-09-25 07:59:02,mobile,some_adv,web
1190,1677,90,69,2021-11-20 19:23:33,mobile,some_adv,extension
1191,4247,15,94,2021-08-30 02:23:13,tablet,direct,web
1192,9313,412,42,2021-11-16 20:51:51,mobile,some_adv,app
1193,8168,461,11,2021-09-24 16:26:15,tablet,direct,extension
1194,1519,461,68,2021-10-06 02:58:16,tablet,search,app
1195,5398,328,10,2021-10-21 04:53:06,tablet,direct,app
1196,6483,218,28,2021-09-21 15:24:12,tablet,email,app
1197,9722,491,56,2021-11-17 22:51:52,tablet,some_adv,app
1198,6128,352,28,2021-09-30 08:44:33,tablet,direct,extension
1199,1960,211,13,2021-08-31 21:10:17,desktop,search,web
1200,8555,40,84,2021-10-04 09:50:32,desktop,search,app
1201,8756,214,55,2021-10-01 12:50:00,tablet,search,app
1202,5223,110,53,2021-09-27 17:26:52,mobile,some_adv,extension
1203,4121,33,78,2021-10-25 05:28:08,tablet,email,web
1204,6166,485,69,2021-08-25 02:19:47,mobile,direct,extension
1205,3453,326,31,2021-09-30 17:19:45,mobile,direct,app
1206,8616,14,6,2021-10-15 02:11:55,desktop,some_adv,extension
1207,1595,289,19,2021-09-07 11:43:21,tablet,some_adv,app
1208,4817,241,84,2021-11-07 06:46:40,tablet,email,extension
1209,8441,13,87,2021-09-22 12:31:47,tablet,some_adv,web
1210,3586,416,65,2021-10-06 23:53:55,mobile,some_adv,web
1211,7924,336,73,2021-11-08 20:51:14,mobile,email,web
1212,6308,497,25,2021-10-12 21:04:06,tablet,email,app
1213,3512,51,34,2021-10-17 09:00:17,mobile,direct,app
1214,7368,318,85,2021-11-15 00:41:50,tablet,email,app
1215,8706,181,25,2021-09-30 02:56:54,desktop,some_adv,web
1216,4603,385,89,2021-10-01 20:51:48,tablet,search,app
1217,4203,144,23,2021-11-02 09:58:15,tablet,direct,web
1218,7037,130,27,2021-09-08 05:17:36,mobile,search,web
1219,6730,132,1,2021-08-25 03:08:38,mobile,search,app
1220,8388,351,31,2021-10-24 15:41:35,desktop,some_adv,app
1221,381,208,6,2021-10-18 15:09:11,mobile,direct,app
1222,4139,183,91,2021-09-28 08:26:23,mobile,direct,extension
1223,3734,152,52,2021-09-12 11:51:01,tablet,search,web
1224,3941,103,12,2021-10-11 15:52:37,desktop,some_adv,web
1225,6830,406,30,2021-10-24 11:34:49,mobile,direct,app
1226,5275,82,69,2021-10-30 15:05:24,mobile,search,app
1227,5313,353,56,2021-09-17 22:39:33,tablet,direct,extension
1228,8779,384,61,2021-10-26 00:45:44,desktop,email,web
1229,5110,294,94,2021-09-12 06:51:42,desktop,some_adv,extension
1230,7208,72,13,2021-11-13 09:53:38,mobile,direct,web
1231,1039,284,14,2021-10-14 22:07:31,desktop,search,extension
1232,6509,495,71,2021-09-29 10:08:24,mobile,email,web
1233,5695,482,94,2021-09-07 11:09:08,tablet,email,app
1234,4043,382,14,2021-10-14 10:55:23,tablet,some_adv,app
1235,8841,278,8,2021-09-22 03:31:35,desktop,search,web
1236,9575,122,58,2021-08-26 20:53:16,tablet,some_adv,web
1237,7912,215,80,2021-10-30 18:23:27,tablet,email,web
1238,4216,18,26,2021-11-01 09:43:25,mobile,search,extension
1239,3076,452,76,2021-10-17 09:06:34,desktop,email,web
1240,8037,86,16,2021-09-16 08:30:15,desktop,some_adv,web
1241,8111,351,54,2021-09-09 03:04:18,desktop,search,app
1242,8644,418,29,2021-09-17 17:29:00,mobile,search,web
1243,5266,456,18,2021-09-13 01:08:43,desktop,some_adv,web
1244,9957,206,53,2021-10-30 00:39:36,tablet,email,extension
1245,9379,337,8,2021-11-03 04:18:07,tablet,direct,extension
1246,6693,183,28,2021-09-07 19:51:49,tablet,search,web
1247,6192,144,85,2021-11-04 05:41:32,desktop,direct,web
1248,1108,74,92,2021-10-21 15:54:56,desktop,some_adv,app
1249,8735,487,92,2021-10-24 23:41:52,mobile,email,web
1250,3062,429,92,2021-11-19 17:18:39,tablet,some_adv,extension
1251,2583,35,71,2021-11-06 00:24:17,tablet,email,web
1252,2005,256,41,2021-09-11 12:30:21,desktop,direct,app
1253,4531,390,77,2021-08-27 10:54:11,tablet,some_adv,app
1254,9979,247,77,2021-11-19 01:42:32,desktop,search,app
1255,4098,47,35,2021-09-27 02:20:37,desktop,search,app
1256,3079,436,79,2021-11-01 07:51:38,tablet,search,web
1257,7573,29,91,2021-11-21 06:00:19,tablet,search,app
1258,704,34,33,2021-09-16 11:11:06,tablet,direct,web
1259,4082,174,55,2021-09-30 18:21:33,tablet,search,app
1260,342,32,46,2021-09-29 15:55:50,tablet,some_adv,extension
1261,4454,310,21,2021-10-29 13:33:21,mobile,some_adv,web
1262,799,494,24,2021-09-24 11:43:15,desktop,email,app
1263,9031,415,50,2021-11-01 10:49:08,mobile,some_adv,extension
1264,2643,287,21,2021-11-15 00:43:39,tablet,some_adv,extension
1265,4919,145,84,2021-11-18 03:53:27,mobile,search,web
1266,7080,48,19,2021-09-28 18:29:12,desktop,email,app
1267,1558,323,38,2021-10-26 20:50:00,mobile,email,extension
1268,4578,113,88,2021-11-10 08:47:15,tablet,email,app
1269,2235,208,9,2021-11-03 19:15:20,tablet,email,web
1270,9212,446,2,2021-10-29 15:28:19,mobile,email,extension
1271,3961,199,19,2021-09-15 12:39:39,desktop,some_adv,app
1272,2212,156,31,2021-09-03 17:11:19,mobile,direct,extension
1273,6737,455,90,2021-10-09 03:50:15,tablet,direct,extension
1274,1381,397,22,2021-11-01 14:32:01,desktop,some_adv,app
1275,6276,419,84,2021-10-07 11:27:23,mobile,search,app
1276,3171,337,19,2021-10-22 10:31:19,mobile,some_adv,app
1277,742,318,71,2021-09-11 19:50:57,desktop,search,web
1278,7670,23,68,2021-10-26 11:36:32,mobile,some_adv,web
1279,3344,490,90,2021-09-29 06:28:46,mobile,direct,web
1280,1217,27,16,2021-09-04 01:25:15,mobile,direct,web
1281,2759,469,85,2021-11-19 05:17:05,desktop,some_adv,web
1282,4560,432,58,2021-11-02 09:19:01,mobile,direct,web
1283,153,56,65,2021-11-16 20:21:02,mobile,search,web
1284,9935,158,78,2021-10-09 13:10:16,desktop,direct,app
1285,4703,33,50,2021-10-19 12:14:27,tablet,some_adv,app
1286,1995,278,40,2021-11-07 13:54:18,mobile,direct,app
1287,3360,266,54,2021-09-07 09:33:52,mobile,search,extension
1288,3408,428,91,2021-10-27 12:18:19,mobile,direct,web
1289,247,145,61,2021-11-13 02:25:51,tablet,search,web
1290,9893,311,67,2021-10-09 14:26:54,desktop,search,extension
1291,9758,487,46,2021-10-16 12:25:54,mobile,some_adv,web
1292,6301,476,65,2021-09-21 14:37:03,tablet,direct,extension
1293,756,217,77,2021-09-20 14:06:04,tablet,email,web
1294,2029,268,35,2021-10-13 02:34:50,mobile,email,web
1295,4515,286,45,2021-10-26 16:33:50,tablet,email,app
1296,2749,96,55,2021-11-09 18:57:27,desktop,direct,web
1297,8221,425,71,2021-11-10 04:02:44,mobile,email,app
1298,4179,12,75,2021-09-27 16:54:32,desktop,some_adv,extension
1299,4422,458,19,2021-09-13 07:39:35,tablet,some_adv,app
1300,8703,284,75,2021-09-25 12:22:11,desktop,some_adv,extension
1301,2274,475,66,2021-10-01 09:15:33,tablet,direct,web
1302,7608,232,23,2021-09-30 15:13:22,desktop,direct,web
1303,8432,19,69,2021-09-07 06:30:41,tablet,email,app
1304,5270,160,19,2021-09-28 23:25:07,desktop,search,extension
1305,2644,416,50,2021-10-14 18:41:39,tablet,email,web
1306,5111,158,82,2021-09-29 12:48:39,tablet,some_adv,web
1307,2063,400,4,2021-10-24 15:37:39,tablet,direct,web
1308,1976,207,52,2021-09-20 23:59:30,mobile,some_adv,extension
1309,2102,367,99,2021-10-09 06:33:59,mobile,some_adv,app
1310,673,83,5,2021-09-13 04:40:03,tablet,search,extension
1311,8330,49,33,2021-09-03 06:33:24,tablet,some_adv,extension
1312,1455,149,75,2021-11-14 03:06:24,mobile,direct,web
1313,5846,114,55,2021-10-18 06:50:12,mobile,email,app
1314,1727,142,27,2021-09-19 01:22:47,mobile,search,extension
1315,4172,274,89,2021-09-25 06:18:41,mobile,search,app
1316,2825,369,0,2021-10-17 15:37:15,mobile,some_adv,web
1317,9306,243,22,2021-10-03 19:46:29,desktop,search,extension
1318,9283,437,29,2021-09-26 16:00:31,desktop,search,web
1319,1609,309,92,2021-11-07 20:51:36,mobile,some_adv,app
1320,8857,253,60,2021-09-14 17:26:53,mobile,search,extension
1321,1888,251,43,2021-10-07 13:58:51,mobile,direct,web
1322,4472,193,9,2021-11-12 23:29:46,tablet,email,app
1323,9986,364,92,2021-10-02 20:30:57,mobile,email,web
1324,5966,444,65,2021-10-30 21:06:49,mobile,some_adv,app
1325,1258,304,75,2021-10-27 01:59:24,mobile,direct,extension
1326,3689,441,47,2021-10-25 15:52:13,desktop,search,extension
1327,6505,139,59,2021-09-26 20:06:42,tablet,some_adv,extension
1328,5780,407,61,2021-08-28 21:23:06,mobile,some_adv,web
1329,1022,328,61,2021-11-05 08:56:13,tablet,some_adv,web
1330,5341,481,9,2021-08-29 05:50:27,mobile,email,app
1331,537,99,25,2021-09-22 14:19:48,tablet,some_adv,app
1332,1438,407,30,2021-10-21 02:00:25,desktop,search,extension
1333,6818,364,88,2021-10-14 04:41:58,desktop,direct,app
1334,3765,38,80,2021-09-25 16:58:28,mobile,some_adv,app
1335,4742,346,44,2021-11-15 07:20:29,tablet,some_adv,app
1336,6699,450,96,2021-09-15 01:17:03,mobile,search,web
1337,3394,357,9,2021-11-15 07:42:04,desktop,search,app
1338,7152,311,83,2021-11-11 14:16:36,tablet,direct,app
1339,7013,358,78,2021-09-08 09:31:45,tablet,email,web
1340,133,142,41,2021-09-26 00:42:13,tablet,search,web
1341,1658,9,30,2021-11-07 06:56:04,mobile,search,extension
1342,5656,104,56,2021-11-21 02:20:17,desktop,direct,extension
1343,2433,361,53,2021-10-30 23:30:02,tablet,direct,app
1344,9252,420,88,2021-10-13 13:33:02,mobile,some_adv,extension
1345,1758,49,13,2021-09-18 12:36:32,desktop,email,app
1346,8348,52,72,2021-09-16 18:43:15,mobile,some_adv,web
1347,749,481,88,2021-09-16 07:00:38,tablet,email,extension
1348,5710,403,71,2021-11-02 07:07:17,tablet,direct,app
1349,7090,61,82,2021-09-25 17:56:29,desktop,direct,web
1350,4052,350,51,2021-10-18 00:53:40,mobile,direct,web
1351,7651,88,31,2021-11-19 19:39:24,tablet,direct,web
1352,4364,150,32,2021-11-04 22:01:19,desktop,direct,web
1353,4095,362,45,2021-08-30 11:09:35,desktop,direct,web
1354,8314,288,64,2021-09-26 20:24:42,tablet,search,extension
1355,8907,81,95,2021-09-16 21:07:18,desktop,some_adv,extension
1356,1126,412,32,2021-10-31 08:49:07,tablet,some_adv,extension
1357,8058,472,46,2021-09-21 00:47:17,tablet,search,app
1358,9533,266,59,2021-08-27 04:41:46,desktop,direct,web
1359,1477,113,37,2021-10-13 08:06:26,mobile,some_adv,app
1360,8737,119,64,2021-10-09 04:24:23,mobile,search,web
1361,8098,117,86,2021-10-15 12:54:14,desktop,email,web
1362,8624,226,51,2021-11-12 15:34:02,mobile,direct,web
1363,4382,343,41,2021-09-09 00:08:20,mobile,direct,extension
1364,2093,342,14,2021-09-10 22:52:19,mobile,search,web
1365,2776,55,19,2021-11-17 13:38:43,desktop,some_adv,web
1366,5640,73,85,2021-09-22 13:29:10,mobile,some_adv,web
1367,5681,357,46,2021-09-27 07:52:04,tablet,direct,extension
1368,9988,332,14,2021-10-16 04:24:37,desktop,email,extension
1369,5002,179,46,2021-09-17 18:10:50,tablet,some_adv,extension
1370,8412,257,92,2021-10-08 16:10:26,tablet,email,extension
1371,6404,65,59,2021-09-18 16:32:58,tablet,email,extension
1372,9949,13,62,2021-10-19 03:25:30,mobile,search,extension
1373,5315,477,89,2021-11-17 09:12:02,desktop,email,extension
1374,7289,255,30,2021-09-14 18:37:45,desktop,some_adv,app
1375,2998,333,1,2021-08-27 12:16:04,mobile,search,app
1376,4674,254,70,2021-10-10 19:10:57,desktop,direct,web
1377,9143,93,59,2021-09-26 09:45:41,desktop,direct,extension
1378,1223,374,9,2021-09-03 21:41:17,mobile,some_adv,app
1379,6880,9,75,2021-10-24 20:57:47,desktop,search,app
1380,5105,248,2,2021-10-25 12:56:23,desktop,search,app
1381,6136,275,34,2021-11-10 20:18:35,tablet,some_adv,app
1382,9606,271,27,2021-09-26 10:05:28,mobile,search,extension
1383,5085,395,53,2021-08-25 05:48:09,tablet,email,extension
1384,7767,426,16,2021-10-07 04:24:16,desktop,direct,extension
1385,7457,137,82,2021-10-22 08:43:45,tablet,some_adv,app
1386,2005,278,34,2021-08-27 07:13:36,mobile,search,app
1387,609,391,17,2021-11-03 13:45:26,tablet,some_adv,app
1388,1317,146,14,2021-11-07 00:15:59,mobile,search,web
1389,1380,85,18,2021-09-05 12:23:46,mobile,direct,web
1390,4920,174,82,2021-10-19 19:24:40,tablet,search,app
1391,3014,358,72,2021-08-28 00:04:15,desktop,direct,web
1392,8146,391,68,2021-09-26 06:15:17,tablet,email,web
1393,9866,386,31,2021-09-12 09:48:50,tablet,direct,web
1394,7292,341,0,2021-10-27 21:49:49,mobile,search,app
1395,9027,92,36,2021-09-04 04:38:16,tablet,search,extension
1396,6386,363,46,2021-09-23 11:36:55,desktop,email,extension
1397,5429,141,42,2021-09-18 01:28:36,mobile,direct,extension
1398,5211,25,12,2021-09-05 05:15:28,desktop,email,extension
1399,5606,471,50,2021-09-08 00:33:27,desktop,some_adv,web
1400,614,49,52,2021-09-09 04:42:19,tablet,search,extension
1401,7036,411,71,2021-11-07 04:15:14,desktop,some_adv,web
1402,8364,86,63,2021-09-09 19:38:13,desktop,email,extension
1403,1620,292,67,2021-09-06 04:22:44,mobile,direct,web
1404,1398,469,55,2021-11-10 06:39:23,mobile,email,web
1405,514,185,38,2021-10-27 12:50:44,desktop,direct,extension
1406,5866,421,24,2021-10-28 04:52:20,desktop,search,web
1407,4118,340,69,2021-10-01 22:33:31,tablet,email,extension
1408,5402,240,69,2021-09-29 19:24:34,mobile,some_adv,web
1409,4619,319,55,2021-09-06 18:07:42,tablet,search,app
1410,5482,238,12,2021-11-01 07:00:09,desktop,direct,app
1411,4199,205,27,2021-11-07 04:47:55,tablet,direct,web
1412,8844,281,57,2021-11-17 23:53:00,tablet,email,extension
1413,3605,491,70,2021-09-15 20:31:58,desktop,some_adv,extension
1414,5173,472,26,2021-09-21 11:32:21,tablet,some_adv,web
1415,4705,193,99,2021-09-08 02:02:26,desktop,some_adv,app
1416,9113,6,63,2021-09-25 06:13:39,desktop,search,app
1417,3275,251,45,2021-11-14 15:30:47,tablet,direct,extension
1418,1518,345,4,2021-09-26 10:15:40,tablet,email,app
1419,1156,269,93,2021-10-25 06:43:44,mobile,search,extension
1420,4725,94,52,2021-10-07 19:17:23,mobile,direct,web
1421,749,475,63,2021-09-09 10:26:00,mobile,search,web
1422,6059,86,76,2021-10-27 08:50:19,mobile,search,web
1423,7895,33,5,2021-09-11 21:34:56,mobile,direct,extension
1424,6402,484,81,2021-09-22 08:07:45,mobile,email,app
1425,8969,320,20,2021-10-02 21:46:06,tablet,some_adv,web
1426,6291,304,31,2021-10-24 21:04:42,tablet,direct,web
1427,6327,61,38,2021-10-18 18:47:21,desktop,some_adv,app
1428,6104,305,59,2021-08-29 15:18:26,mobile,email,app
1429,8282,125,60,2021-10-21 00:33:24,mobile,some_adv,app
1430,4134,478,68,2021-08-26 22:11:19,mobile,email,web
1431,4771,333,16,2021-09-06 08:29:16,tablet,direct,app
